Name,Span,Team,OtherTeam,SR,BowlingStyle,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
Waqar Salamkheil,2021-2024,Peshawar Zalmi,Hobart Hurricanes,48.8,Chinaman,23,7,11.50,0,113,4/14,21.49,0,7.0,0.0,-9.99
Ali Majid,2022-2022,Peshawar Zalmi,Peshawar Zalmi,112.5,Offbreak,22,9*,-,0,22,3/27,24.81,0,9.0,0.0,-
Arish Ali,2022-2022,Peshawar Zalmi,Quetta Gladiators,0.0,Offbreak,0,0*,0.00,0,9,4/28,18.22,0,4.0,0.0,-18.22
Arshad Iqbal,2022-2023,Peshawar Zalmi,Pakistan,38.5,Medium,31,11*,3.44,0,68,3/12,26.66,0,8.0,0.0,-23.21
BAC Howell,2022-2022,Peshawar Zalmi,Melbourne Renegades,137.3,Medium,3247,62*,22.39,0,255,5/18,23.12,1,112.0,0.0,-0.73
BCJ Cutting,2022-2022,Peshawar Zalmi,Australia,145.6,Medium,2921,81*,22.46,0,137,5/28,32.08,1,100.0,0.0,-9.61
Hussain Talat,2022-2025,Peshawar Zalmi,Pakistan,121.2,Medium,3895,101*,30.66,1,80,4/14,25.48,0,38.0,0.0,5.18
Mohammad Haris,2022-2025,Peshawar Zalmi,Pakistan,149.4,Offbreak,3001,107*,22.90,1,-,-,-,-,113.0,13.0,-
Mohammad Umar,2022-2022,Peshawar Zalmi,Multan Sultans,30.8,Medium,17,7*,3.40,0,17,3/22,30.41,0,7.0,0.0,-27.01
PR Brown,2022-2022,Peshawar Zalmi,England,69.8,Medium,67,10*,7.44,0,139,4/21,25.20,0,41.0,0.0,-17.76
Salman Irshad,2022-2024,Peshawar Zalmi,Dhaka Dominators,68.6,Medium,55,8*,4.58,0,96,4/27,27.55,0,9.0,0.0,-22.96
Sohail Khan,2022-2022,Peshawar Zalmi,Pakistan,96.1,Medium,675,45*,13.50,0,182,5/10,23.65,2,18.0,0.0,-10.15
Usman Qadir,2022-2023,Peshawar Zalmi,Pakistan,95.6,Legbreak,272,36,12.36,0,112,5/14,24.33,1,20.0,0.0,-11.96
Yasir Khan,2022-2022,Peshawar Zalmi,Peshawar Zalmi,141.7,,1152,107,26.18,2,-,-,-,-,13.0,0.0,-
Aamer Jamal,2023-2024,Peshawar Zalmi,Pakistan,136.7,Medium,525,87,19.44,0,43,5/23,33.62,1,21.0,0.0,-14.18
Azmatullah Omarzai,2023-2023,Peshawar Zalmi,Afghanistan,130.8,Medium,1527,62*,18.17,0,129,4/9,27.12,0,39.0,0.0,-8.94
Babar Azam,2023-2025,Peshawar Zalmi,Pakistan,128.7,Offbreak,11330,122,43.07,11,4,2/20,21.25,0,147.0,0.0,21.82
Haseebullah Khan,2023-2024,Peshawar Zalmi,Pakistan,136.6,,599,72,19.96,0,-,-,-,-,26.0,2.0,-
JDS Neesham,2023-2023,Peshawar Zalmi,New Zealand,140.9,Medium,4441,97*,23.49,0,260,5/22,25.03,1,124.0,0.0,-1.54
Khurram Shahzad,2023-2024,Peshawar Zalmi,Qatar,56.8,Offbreak,57,17*,6.33,0,56,4/22,25.26,0,11.0,0.0,-18.93
MD Shanaka,2023-2023,Peshawar Zalmi,Sri Lanka,132.4,Medium,4671,131*,26.38,3,99,4/16,25.66,0,91.0,0.0,0.72
PBB Rajapaksa,2023-2023,Peshawar Zalmi,Sri Lanka,137.2,Medium,4176,100,22.81,1,28,3/11,18.42,0,62.0,1.0,4.39
Saad Masood,2023-2023,Peshawar Zalmi,Peshawar Zalmi,141.7,Offbreak,179,63*,22.37,0,9,2/20,36.77,0,8.0,0.0,-14.40
Saim Ayub,2023-2025,Peshawar Zalmi,Pakistan,137.4,Medium,2795,98*,25.40,0,32,3/35,25.50,0,50.0,0.0,-0.09
Sufiyan Muqeem,2023-2025,Peshawar Zalmi,Pakistan,82.4,Orthodox,46,10,5.75,0,38,5/3,18.55,1,5.0,0.0,-12.80
Aimal Khan,2024-2024,Peshawar Zalmi,Quetta Gladiators,0.0,Medium,0,0*,-,0,3,2/26,59.33,0,0.0,0.0,-
Arif Yaqoob,2024-2025,Peshawar Zalmi,Peshawar Zalmi,122.2,Legbreak,19,9*,9.50,0,42,5/27,15.35,1,4.0,0.0,-5.85
Asif Ali,2024-2024,Peshawar Zalmi,Pakistan,141.9,Medium,4737,100,22.03,1,4,2/27,13.25,0,120.0,0.0,8.78
DR Mousley,2024-2024,Peshawar Zalmi,England,130.5,Offbreak,1596,68,22.47,0,70,4/19,21.42,0,56.0,0.0,1.05
L Wood,2024-2025,Peshawar Zalmi,England,115.8,Medium,419,33*,9.52,0,208,5/50,25.91,1,68.0,0.0,-16.39
Mehran Mumtaz,2024-2024,Peshawar Zalmi,Peshawar Zalmi,0.0,Orthodox,107,51,9.72,0,27,3/20,27.70,0,10.0,0.0,-17.97
Mohammad Zeeshan,2024-2024,Peshawar Zalmi,Peshawar Zalmi,0.0,Medium,0,0,0.00,0,1,1/38,134.00,0,0.0,0.0,-133.99
Naveen-ul-Haq,2024-2024,Peshawar Zalmi,Afghanistan,98.0,Medium,365,30*,8.69,0,267,5/11,24.26,1,60.0,0.0,-15.57
PI Walter,2024-2024,Peshawar Zalmi,Brisbane Heat,140.1,Medium,2446,78,19.72,0,116,3/20,27.29,0,86.0,0.0,-7.56
AS Joseph,2025-2025,Peshawar Zalmi,West Indies,107.1,Medium,484,29*,13.08,0,200,6/12,25.70,2,57.0,0.0,-12.62
Abdul Samad,2025-2025,Peshawar Zalmi,Japan,148.4,Legbreak,1642,76*,26.06,0,4,1/9,54.75,0,53.0,0.0,-28.68
Ahmed Daniyal,2025-2025,Peshawar Zalmi,Pakistan,110.6,Medium,82,24,10.25,0,39,4/28,29.76,0,8.0,0.0,-19.51
Ali Raza,2025-2025,Peshawar Zalmi,Estonia,157.9,,497,64,19.88,0,-,-,-,-,29.0,4.0,-
DR Sams,2025-2025,Peshawar Zalmi,Australia,151.6,Medium,2177,98*,16.74,0,250,5/30,24.63,1,81.0,0.0,-7.88
GF Linde,2025-2025,Peshawar Zalmi,South Africa,139.5,Orthodox,2417,66*,19.49,0,194,4/19,26.33,0,58.0,0.0,-6.84
M Bryant,2025-2025,Peshawar Zalmi,Brisbane Heat,139.8,Medium,1566,81,23.02,0,-,-,-,-,30.0,0.0,-
MJ Owen,2025-2025,Peshawar Zalmi,Australia,183.4,Medium,1095,108,25.46,2,26,5/17,26.84,1,25.0,0.0,-1.38
Maaz Sadaqat,2025-2025,Peshawar Zalmi,Peshawar Zalmi,166.0,,,,,,,,,,,,
Mohammad Ali,2025-2025,Peshawar Zalmi,Pakistan,42.9,Medium,36,11,12.00,0,62,5/24,18.04,1,13.0,0.0,-6.04
Ahmed Shehzad,2016-2020,Quetta Gladiators,Pakistan,119.5,Legbreak,7011,113*,29.09,5,12,2/10,28.66,0,101.0,0.0,0.42
Aizaz Cheema,2016-2016,Quetta Gladiators,Pakistan,40.0,Medium,29,6*,7.25,0,121,4/17,20.85,0,12.0,0.0,-13.60
Akbar-ur-Rehman,2016-2016,Quetta Gladiators,,0,,754,65*,19.33,0,17,2/13,29.76,0,28.0,0.0,-10.43
Anwar Ali,2016-2021,Quetta Gladiators,Pakistan,138.5,Medium,1607,65,17.27,0,173,4/30,30.43,0,72.0,0.0,-13.15
Asad Shafiq,2016-2018,Quetta Gladiators,Pakistan,110.5,Legbreak,2702,92*,24.34,0,7,2/7,25.71,0,61.0,0.0,-1.37
Bismillah Khan,2016-2016,Quetta Gladiators,,0,,1221,79*,20.35,0,-,-,-,-,43.0,10.0,-
E Chigumbura,2016-2016,Quetta Gladiators,Zimbabwe,140.5,Medium,2477,103*,22.31,1,77,5/13,24.76,1,60.0,0.0,-2.45
GD Elliott,2016-2016,Quetta Gladiators,New Zealand,119.7,Medium,2209,70,22.77,0,112,4/15,23.94,0,54.0,0.0,-1.17
KC Sangakkara,2016-2016,Quetta Gladiators,Sri Lanka,124.8,Offbreak,6937,94,29.27,0,-,-,-,-,167.0,60.0,-
KP Pietersen,2016-2018,Quetta Gladiators,England,134.9,Offbreak,5695,115*,33.89,3,17,3/33,31.41,0,66.0,0.0,2.48
LJ Wright,2016-2017,Quetta Gladiators,England,140.6,Medium,8526,153*,29.19,7,79,3/17,32.44,0,103.0,0.0,-3.24
Mohammad Nabi,2016-2016,Quetta Gladiators,Afghanistan,134.0,Offbreak,6516,89,21.08,0,388,5/15,24.82,1,217.0,0.0,-3.73
Mohammad Nawaz,2016-2023,Quetta Gladiators,Quetta Gladiators,100.0,Orthodox,3531,72,21.53,0,238,5/19,27.35,2,129.0,0.0,-5.82
NL McCullum,2016-2016,Quetta Gladiators,New Zealand,109.8,Offbreak,1618,76*,16.51,0,157,4/16,24.09,0,71.0,0.0,-7.58
Sarfaraz Ahmed,2016-2024,Quetta Gladiators,Pakistan,122.6,,4167,89*,28.15,0,0,-,-,0,145.0,51.0,-
Umar Gul,2016-2017,Quetta Gladiators,Pakistan,115.3,Medium,548,32,8.69,0,222,6/24,20.16,3,38.0,0.0,-11.46
Zulfiqar Babar,2016-2017,Quetta Gladiators,Pakistan,113.6,Orthodox,192,20*,12.00,0,103,4/15,22.76,0,23.0,0.0,-10.76
Anamul Haque,2017-2017,Quetta Gladiators,Bangladesh,117.8,,4180,105,23.88,3,-,-,-,-,85.0,24.0,-
Hassan Khan,2017-2022,Quetta Gladiators,Germany,141.7,Orthodox,963,57,19.65,0,63,4/30,31.19,0,42.0,0.0,-11.53
MN van Wyk,2017-2017,Quetta Gladiators,South Africa,132.2,Orthodox,4015,114*,30.88,1,-,-,-,-,85.0,26.0,-
Mahmudullah,2017-2018,Quetta Gladiators,Bangladesh,121.1,Offbreak,6236,73,25.14,0,135,3/6,25.28,0,143.0,0.0,-0.14
Mir Hamza,2017-2018,Quetta Gladiators,Karachi Kings,92.6,Medium,94,19*,18.80,0,75,4/9,27.92,0,13.0,0.0,-9.11
NLTC Perera,2017-2018,Quetta Gladiators,Sri Lanka,152.1,Medium,4873,103*,21.09,1,282,5/26,27.15,2,160.0,0.0,-6.05
RR Emrit,2017-2017,Quetta Gladiators,West Indies,112.4,Medium,463,54*,11.87,0,160,4/35,23.15,0,35.0,0.0,-11.28
RR Rossouw,2017-2025,Quetta Gladiators,South Africa,147.9,Offbreak,9434,121,29.20,9,3,1/3,10.66,0,159.0,0.0,18.54
SM Ervine,2017-2017,Quetta Gladiators,Duronto Rajshahi,124.7,Medium,3082,82,23.34,0,68,4/12,30.50,0,59.0,0.0,-7.15
Saad Nasim,2017-2017,Quetta Gladiators,Pakistan,121.0,Legbreak,1437,69*,22.80,0,42,3/21,31.38,0,47.0,0.0,-8.57
TS Mills,2017-2020,Quetta Gladiators,England,105.9,Fast,237,30,6.07,0,320,4/13,23.36,0,39.0,0.0,-17.29
B Laughlin,2018-2018,Quetta Gladiators,Australia,86.4,Medium,172,22,6.37,0,191,6/28,23.96,1,59.0,0.0,-17.59
JC Archer,2018-2018,Quetta Gladiators,England,138.3,Fast,715,36,14.30,0,225,4/18,23.47,0,57.0,0.0,-9.17
JJ Roy,2018-2024,Quetta Gladiators,England,140.0,,10554,145*,27.20,6,1,1/23,39.00,0,202.0,0.0,-11.79
JW Hastings,2018-2018,Quetta Gladiators,Australia,162.9,Medium,877,80*,16.86,0,116,4/26,24.70,0,25.0,0.0,-7.84
Rahat Ali,2018-2018,Quetta Gladiators,Czech Republic,81.1,Medium,,,,,,,,,,,
Rameez Raja,2018-2018,Quetta Gladiators,,0,Offbreak,66,21,13.20,0,0,-,-,0,1.0,0.0,-
SR Watson,2018-2020,Quetta Gladiators,Australia,138.3,Medium,8821,124*,29.30,6,216,4/15,27.02,0,101.0,0.0,2.27
T Kohler-Cadmore,2018-2018,Quetta Gladiators,Sydney Thunder,141.3,Offbreak,6524,127,28.36,1,-,-,-,-,129.0,5.0,-
Umar Amin,2018-2018,Quetta Gladiators,Pakistan,110.2,Medium,3448,82*,28.03,0,18,3/14,28.66,0,54.0,0.0,-0.63
Ahsan Ali,2019-2022,Quetta Gladiators,Pakistan,127.0,Legbreak,1453,85,23.06,0,1,1/9,9.00,0,20.0,0.0,14.06
Azam Khan,2019-2021,Quetta Gladiators,Pakistan,143.9,,3486,109*,22.93,1,-,-,-,-,83.0,20.0,-
DJ Bravo,2019-2019,Quetta Gladiators,West Indies,126.3,Medium,6970,70*,22.33,0,631,5/23,24.40,2,275.0,0.0,-2.06
DR Smith,2019-2019,Quetta Gladiators,West Indies,126.3,Medium,7870,110*,26.23,5,110,4/8,27.99,0,141.0,0.0,-1.75
Danish Aziz,2019-2025,Quetta Gladiators,Pakistan,117.5,Orthodox,1092,72*,26.00,0,39,3/16,26.51,0,21.0,0.0,-0.51
Fawad Ahmed,2019-2020,Quetta Gladiators,Australia,75.4,Legbreak,86,19,5.73,0,172,4/14,24.75,0,22.0,0.0,-19.02
Ghulam Mudassar,2019-2022,Quetta Gladiators,Sylhet Sixers,33.3,Medium,2,1*,0.50,0,26,3/6,32.65,0,1.0,0.0,-32.15
HF Gurney,2019-2019,Quetta Gladiators,England,73.3,Medium,27,6,3.85,0,190,5/30,22.58,1,18.0,0.0,-18.72
Mohammad Hasnain,2019-2024,Quetta Gladiators,Pakistan,83.6,Medium,117,22,7.31,0,139,4/25,27.64,0,15.0,0.0,-20.32
Mohammad Irfan,2019-2019,Quetta Gladiators,Pakistan,48.8,Fast,,,,,,,,,,,
Sohail Tanvir,2019-2022,Quetta Gladiators,Pakistan,115.3,Medium,2703,74*,16.78,0,389,6/14,26.36,2,73.0,0.0,-9.57
Umar Akmal,2019-2023,Quetta Gladiators,Pakistan,128.3,,5839,115*,28.20,1,1,1/36,36.00,0,165.0,13.0,-7.79
Abdul Nasir,2020-2021,Quetta Gladiators,Quetta Gladiators,25.0,Offbreak,1,1*,1.00,0,1,1/15,41.00,0,2.0,0.0,-39.99
BCJ Cutting,2020-2021,Quetta Gladiators,Australia,145.6,Medium,2921,81*,22.46,0,137,5/28,32.08,1,100.0,0.0,-9.61
Khurram Manzoor,2020-2020,Quetta Gladiators,Pakistan,103.2,Offbreak,3908,109,28.31,4,3,1/3,24.66,0,43.0,0.0,3.65
Naseem Shah,2020-2023,Quetta Gladiators,Pakistan,115.2,Fast,253,27,7.22,0,132,5/20,29.34,1,21.0,0.0,-22.11
Sohail Khan,2020-2024,Quetta Gladiators,Pakistan,96.1,Medium,675,45*,13.50,0,182,5/10,23.65,2,18.0,0.0,-10.15
Zahid Mahmood,2020-2021,Quetta Gladiators,Pakistan,66.7,Legbreak,184,20,11.50,0,98,5/16,21.39,1,6.0,0.0,-9.89
AD Russell,2021-2021,Quetta Gladiators,West Indies,167.6,Fast,9449,121*,26.32,2,496,5/15,25.87,1,238.0,0.0,0.44
Arish Ali,2021-2021,Quetta Gladiators,Quetta Gladiators,0.0,Offbreak,0,0*,0.00,0,9,4/28,18.22,0,4.0,0.0,-18.22
CH Gayle,2021-2021,Quetta Gladiators,West Indies,144.1,Offbreak,14562,175*,36.22,22,83,4/22,31.54,0,104.0,0.0,4.68
CS Delport,2021-2021,Quetta Gladiators,Sydney Thunder,139.5,Medium,6290,129,25.05,5,71,4/17,29.45,0,88.0,0.0,-4.39
DW Steyn,2021-2021,Quetta Gladiators,South Africa,107.1,Fast,313,27*,8.45,0,263,4/9,22.00,0,55.0,0.0,-13.54
F du Plessis,2021-2021,Quetta Gladiators,South Africa,139.2,Legbreak,11906,120*,32.88,8,50,5/19,18.34,2,211.0,0.0,14.54
J Weatherald,2021-2021,Quetta Gladiators,Adelaide Strikers,130.9,Legbreak,2324,115,25.82,1,-,-,-,-,35.0,0.0,-
JD Wildermuth,2021-2021,Quetta Gladiators,Australia,118.0,Medium,308,31,10.62,0,42,3/16,34.92,0,10.0,0.0,-24.30
Khurram Shahzad,2021-2025,Quetta Gladiators,Qatar,56.8,Offbreak,57,17*,6.33,0,56,4/22,25.26,0,11.0,0.0,-18.93
Qais Ahmad,2021-2023,Quetta Gladiators,Afghanistan,127.6,Legbreak,741,50*,12.35,0,198,5/18,23.37,1,66.0,0.0,-11.02
Saim Ayub,2021-2021,Quetta Gladiators,Pakistan,137.4,Medium,2795,98*,25.40,0,32,3/35,25.50,0,50.0,0.0,-0.09
T Banton,2021-2021,Quetta Gladiators,England,141.9,,4703,107*,27.02,4,-,-,-,-,101.0,10.0,-
Usman Khan,2021-2021,Quetta Gladiators,France,139.6,Medium,1944,123,30.85,5,-,-,-,-,31.0,5.0,-
Usman Shinwari,2021-2021,Quetta Gladiators,Pakistan,100.0,Medium,153,36*,10.92,0,128,5/9,25.13,2,26.0,0.0,-14.20
Zahir Khan,2021-2021,Quetta Gladiators,Afghanistan,76.9,Chinaman,106,19*,4.60,0,142,5/19,24.05,1,13.0,0.0,-19.44
Zahoor Khan,2021-2021,Quetta Gladiators,United Arab Emirates,51.7,Medium,15,6,3.00,0,97,4/16,21.87,0,14.0,0.0,-18.87
Abdul Bangalzai,2022-2023,Quetta Gladiators,Quetta Gladiators,65.2,,879,79,23.75,0,2,2/25,31.50,0,10.0,0.0,-7.74
Ashir Qureshi,2022-2022,Quetta Gladiators,Quetta Gladiators,0.0,Legbreak,0,0,0.00,0,1,1/31,72.00,0,0.0,0.0,-71.99
BM Duckett,2022-2022,Quetta Gladiators,England,140.6,Offbreak,5397,96,30.49,0,-,-,-,-,107.0,2.0,-
Iftikhar Ahmed,2022-2023,Quetta Gladiators,Pakistan,129.3,Offbreak,6007,100*,29.73,1,85,3/5,29.85,0,144.0,0.0,-0.12
JM Vince,2022-2022,Quetta Gladiators,England,137.3,Medium,12655,129*,31.95,7,3,1/5,29.00,0,259.0,0.0,2.95
JP Faulkner,2022-2022,Quetta Gladiators,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
L Wood,2022-2022,Quetta Gladiators,England,115.8,Medium,419,33*,9.52,0,208,5/50,25.91,1,68.0,0.0,-16.39
Mohammad Irfan,2022-2022,Quetta Gladiators,Pakistan,48.8,Fast,,,,,,,,,,,
Noor Ahmad,2022-2022,Quetta Gladiators,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
Shahid Afridi,2022-2022,Quetta Gladiators,Pakistan,152.3,Legbreak,4399,101,18.25,1,347,5/7,22.78,2,97.0,0.0,-4.53
WCF Smeed,2022-2023,Quetta Gladiators,St Kitts and Nevis Patriots,148.7,Offbreak,3371,101*,27.40,1,-,-,-,-,59.0,0.0,-
Aimal Khan,2023-2023,Quetta Gladiators,Quetta Gladiators,0.0,Medium,0,0*,-,0,3,2/26,59.33,0,0.0,0.0,-
D Pretorius,2023-2023,Quetta Gladiators,South Africa,138.4,Medium,2969,77*,19.92,0,246,5/17,24.26,1,55.0,0.0,-4.33
MJ Guptill,2023-2023,Quetta Gladiators,New Zealand,130.7,Offbreak,,,,,,,,,,,
Mohammad Hafeez,2023-2023,Quetta Gladiators,Pakistan,116.7,Offbreak,7946,102*,25.79,2,202,4/10,24.00,0,111.0,0.0,1.78
N Thushara,2023-2023,Quetta Gladiators,Sri Lanka,65.1,Medium,40,7*,4.00,0,170,5/13,19.84,2,15.0,0.0,-15.84
Najibullah Zadran,2023-2023,Quetta Gladiators,Afghanistan,133.0,Offbreak,4475,97*,26.47,0,2,1/5,11.00,0,90.0,0.0,15.47
Naveen-ul-Haq,2023-2023,Quetta Gladiators,Afghanistan,98.0,Medium,365,30*,8.69,0,267,5/11,24.26,1,60.0,0.0,-15.57
OF Smith,2023-2023,Quetta Gladiators,West Indies,128.8,Medium,818,44,16.69,0,101,4/30,27.90,0,36.0,0.0,-11.20
Omair Yousuf,2023-2024,Quetta Gladiators,Pakistan,125.6,,1043,78*,30.67,0,-,-,-,-,20.0,0.0,-
Umaid Asif,2023-2023,Quetta Gladiators,Sialkot Stallions,160.6,Medium,437,40,12.85,0,127,5/20,26.20,1,34.0,0.0,-13.35
Yasir Khan,2023-2023,Quetta Gladiators,Peshawar Zalmi,141.7,,1152,107,26.18,2,-,-,-,-,13.0,0.0,-
AJ Hosein,2024-2025,Quetta Gladiators,West Indies,110.9,Orthodox,1059,55*,15.57,0,224,5/11,25.41,1,47.0,0.0,-9.84
Abrar Ahmed,2024-2025,Quetta Gladiators,Pakistan,76.8,Legbreak,42,12,3.50,0,83,4/9,21.16,0,16.0,0.0,-17.66
Khawaja Nafay,2024-2025,Quetta Gladiators,Chattogram Challengers,132.5,Offbreak,688,68,23.72,0,-,-,-,-,16.0,0.0,-
LJ Evans,2024-2024,Quetta Gladiators,Perth Scorchers,138.3,Medium,7305,118*,29.69,3,1,1/5,35.00,0,149.0,4.0,-5.30
Mohammad Amir,2024-2025,Quetta Gladiators,Pakistan,103.4,Fast,458,30,7.15,0,409,6/17,22.40,2,43.0,0.0,-15.25
Mohammad Wasim,2024-2025,Quetta Gladiators,Pakistan,117.2,Medium,353,34,12.17,0,117,4/24,26.00,0,51.0,0.0,-13.82
SE Rutherford,2024-2024,Quetta Gladiators,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
Sajjad Ali,2024-2024,Quetta Gladiators,,0,,536,90,29.77,0,-,-,-,-,12.0,1.0,-
Saud Shakeel,2024-2025,Quetta Gladiators,Quetta Gladiators,130.2,Slow,1392,88*,25.30,0,13,2/26,26.92,0,26.0,0.0,-1.61
Usman Tariq,2024-2025,Quetta Gladiators,Trinbago Knight Riders,84.6,Offbreak,27,7*,13.50,0,53,4/17,18.07,0,5.0,0.0,-4.57
Ali Majid,2025-2025,Quetta Gladiators,Peshawar Zalmi,112.5,Offbreak,22,9*,-,0,22,3/27,24.81,0,9.0,0.0,-
BKG Mendis,2025-2025,Quetta Gladiators,Sri Lanka,135.4,Legbreak,5101,105*,30.18,2,0,-,-,0,84.0,23.0,-
FH Allen,2025-2025,Quetta Gladiators,New Zealand,173.1,,4415,151,28.85,4,0,-,-,0,73.0,2.0,-
Faheem Ashraf,2025-2025,Quetta Gladiators,Pakistan,142.9,Medium,2203,55,17.48,0,232,6/19,26.03,3,84.0,0.0,-8.55
Hasan Nawaz,2025-2025,Quetta Gladiators,Pakistan,160.0,,1340,105*,27.91,2,0,-,-,0,31.0,0.0,-
Haseebullah Khan,2025-2025,Quetta Gladiators,Pakistan,136.6,,599,72,19.96,0,-,-,-,-,26.0,2.0,-
KA Jamieson,2025-2025,Quetta Gladiators,New Zealand,130.5,Medium,461,45*,20.95,0,99,6/7,24.76,1,22.0,0.0,-3.81
LD Chandimal,2025-2025,Quetta Gladiators,Sri Lanka,121.4,Offbreak,5131,101*,29.83,1,-,-,-,-,104.0,32.0,-
MS Chapman,2025-2025,Quetta Gladiators,Hong Kong,135.8,Orthodox,3850,104*,26.19,2,22,3/22,29.63,0,71.0,0.0,-3.44
Mohammad Zeeshan,2025-2025,Quetta Gladiators,Peshawar Zalmi,0.0,Medium,0,0,0.00,0,1,1/38,134.00,0,0.0,0.0,-133.99
SA Abbott,2025-2025,Quetta Gladiators,Australia,118.9,Medium,941,110*,11.91,1,254,5/16,21.33,2,104.0,0.0,-9.41
Shoaib Malik,2025-2025,Quetta Gladiators,Pakistan,125.2,Offbreak,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
WIA Fernando,2025-2025,Quetta Gladiators,Sri Lanka,134.6,Medium,3606,100,27.52,1,0,-,-,0,42.0,0.0,-
Player,Span,Team,Country,SR,Bowling Style,,,,,,,,,,,
